Carrier,Month,DeviceModel,Number of Customers
"T-MOBILE","June","ASDASDASDGH-T839H123BTMB","3"
"T-MOBILE","June","ASDASDASDGH-T859UWBTMB","2"
"T-MOBILE","June","ASDASDASDGH-T889PASDASDASD123TMB","21"
"T-MOBILE","June","ASDASDASDGH-T889TASDASDASD123TMB","7"
"T-MOBILE","June","ASDASDASDGH-T889ZW123TMB","1"
"T-MOBILE","June","ASDASDASDGH-T8QWE9ZK123TMB","1"
"T-MOBILE","June","ASDASDASDGH-T989123123BTMB","23"
"T-MOBILE","June","ASDASDASDGH-T989ZKBTMB","19"
"T-MOBILE","June","ASDASDASDGH-T999MB123TMB","85"
"T-MOBILE","June","ASDASDASDGH-T999RW123TMB","4"
"T-MOBILE","June","ASDASDASDGH-T999Z123123TMB","11"
"T-MOBILE","June","ASDASDASDGH-T999ZW123TMB","2"
"T-MOBILE","June","ASDASDASDGH-TASD69NKBTMB","3"
"T-MOBILE","June","ASDASDASDGH-TASDQWE9Z123BTMB","2"
"T-MOBILE","June","ASDASDASDGH-TQWE59BGBTMB","1"
"T-MOBILE","June","ASDASDASDM-G900TRK123TMB","5"
"T-MOBILE","June","ASDASDASDM-G900TZD123TMB","9"
"T-MOBILE","June","ASDASDASDM-G900TZK123TMB","70"
"T-MOBILE","June","ASDASDASDM-G900TZW123TMB","46"
"T-MOBILE","June","ASDASDASDM-N900TZKETMB","30"
"T-MOBILE","June","ASDASDASDM-N900TZWETMB","15"
"T-MOBILE","June","ASDASDASDM-P60ASDTZKETMB","6"
"T-MOBILE","June","ASDASDASDM-T21ASDTMK123TMB","7"
"T-MOBILE","March","ASDASDASDGH-M819ZK123TMB","8"
"T-MOBILE","March","ASDASDASDGH-M919RW123TMB","7"
"T-MOBILE","March","ASDASDASDGH-M919ZK123TMB","76"
"T-MOBILE","March","ASDASDASDGH-M919ZW123TMB","87"
"T-MOBILE","March","ASDASDASDGH-T139I123WTMB","3"
"T-MOBILE","March","ASDASDASDGH-T2QWE9D123BTMB","1"
"T-MOBILE","March","ASDASDASDGH-T2QWE9D123WTMB","1"
"T-MOBILE","March","ASDASDASDGH-T399DN123TMB","22"
"T-MOBILE","March","ASDASDASDGH-T559PPBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T599D123123TMB","2"
"T-MOBILE","March","ASDASDASDGH-T599E123123TMB","34"
"T-MOBILE","March","ASDASDASDGH-T609PWBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T619ASDASDASDASDASDASDBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T669123123BTMB","1"
"T-MOBILE","March","ASDASDASDGH-T699D123BTMB","4"
"T-MOBILE","March","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T859UWBTMB","2"
"T-MOBILE","March","ASDASDASDGH-T889PASDASDASD123TMB","37"
"T-MOBILE","March","ASDASDASDGH-T889TASDASDASD123TMB","18"
"T-MOBILE","March","ASDASDASDGH-T889ZW123TMB","9"
"T-MOBILE","March","ASDASDASDGH-T8QWE9ZKBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T919CNBTMB","2"
"T-MOBILE","March","ASDASDASDGH-T929ZK123TMB","1"
"T-MOBILE","March","ASDASDASDGH-T959H123BTMB","9"
"T-MOBILE","March","ASDASDASDGH-T959ZK123TMB","4"
"T-MOBILE","March","ASDASDASDGH-T959ZKBTMB","4"
"T-MOBILE","March","ASDASDASDGH-T989123123BTMB","11"
"T-MOBILE","March","ASDASDASDGH-T989ZKBTMB","9"
"T-MOBILE","March","ASDASDASDGH-T989ZWBTMB","3"
"T-MOBILE","March","ASDASDASDGH-T999MB123TMB","111"
"T-MOBILE","March","ASDASDASDGH-T999NB123TMB","6"
"T-MOBILE","March","ASDASDASDGH-T999RW123TMB","26"
"T-MOBILE","March","ASDASDASDGH-T999RWBTMB","1"
"T-MOBILE","March","ASDASDASDGH-T999Z123123TMB","1"
"T-MOBILE","March","ASDASDASDGH-T999ZW123TMB","24"
"T-MOBILE","March","ASDASDASDGH-TASD69NKBTMB","5"
"T-MOBILE","March","ASDASDASDGH-TASDQWE9Z123123TMB","1"
"T-MOBILE","March","ASDASDASDGH-TQWE59BG123TMB","1"
"T-MOBILE","March","ASDASDASDGH-TQWEASD9OKBTMB","1"
"T-MOBILE","March","ASDASDASDM-G386TRK123TMB","29"
"T-MOBILE","March","ASDASDASDM-G386TZK123TMB","33"
"T-MOBILE","March","ASDASDASDM-G900TRK123TMB","3"
"T-MOBILE","March","ASDASDASDM-G900TZD123TMB","3"
"T-MOBILE","March","ASDASDASDM-G900TZK123TMB","33"
"T-MOBILE","March","ASDASDASDM-G900TZW123TMB","36"
"T-MOBILE","March","ASDASDASDM-G920TZKETMB","1"
"T-MOBILE","March","ASDASDASDM-G920TZW123TMB","1"
"T-MOBILE","March","ASDASDASDM-G925TZK123TMB","1"
"T-MOBILE","March","ASDASDASDM-N900TZKETMB","78"
"T-MOBILE","March","ASDASDASDM-N900TZWETMB","30"
"T-MOBILE","March","ASDASDASDM-N910TZKETMB","42"
"T-MOBILE","March","ASDASDASDM-N910TZWETMB","41"
"T-MOBILE","March","ASDASDASDM-N915TZKETMB","7"
"T-MOBILE","March","ASDASDASDM-P60ASDTZKETMB","1"
"T-MOBILE","March","ASDASDASDM-T21ASDTMK123TMB","2"
"T-MOBILE","March","ASDASDASDM-T33ASDTZW123TMB","4"
"T-MOBILE","March","GT-I9020FASDASDASDTTMB","3"
"T-MOBILE","May","ASDASDASDGH-M819ZK123TMB","2"
"T-MOBILE","May","ASDASDASDGH-M919RW123TMB","9"
"T-MOBILE","May","ASDASDASDGH-M919ZK123TMB","118"
"T-MOBILE","May","ASDASDASDGH-M919ZW123TMB","44"
"T-MOBILE","May","ASDASDASDGH-T139I123KTMB","1"
"T-MOBILE","May","ASDASDASDGH-T139I123WTMB","2"
"T-MOBILE","May","ASDASDASDGH-T239WRBTMB","1"
"T-MOBILE","May","ASDASDASDGH-T259HBBTMB","1"
"T-MOBILE","May","ASDASDASDGH-T359FBBTMB","1"
"T-MOBILE","May","ASDASDASDGH-T369ZKWTMB","1"
"T-MOBILE","May","ASDASDASDGH-T399DN123TMB","19"
"T-MOBILE","May","ASDASDASDGH-T599D123123TMB","1"
"T-MOBILE","May","ASDASDASDGH-T599E123123TMB","25"
"T-MOBILE","May","ASDASDASDGH-T699D123BTMB","6"
"T-MOBILE","May","ASDASDASDGH-T6ASD9DBBTMB","4"
"T-MOBILE","May","ASDASDASDGH-T889PASDASDASD123TMB","26"
"T-MOBILE","May","ASDASDASDGH-T889TASDASDASD123TMB","8"
"T-MOBILE","May","ASDASDASDGH-T889ZW123TMB","1"
"T-MOBILE","May","ASDASDASDGH-T8ASD9ZBBTMB","1"
"T-MOBILE","May","ASDASDASDGH-T8QWE9ZKBTMB","1"
"T-MOBILE","May","ASDASDASDGH-T919CNBTMB","2"
"T-MOBILE","May","ASDASDASDGH-T959H123BTMB","2"
"T-MOBILE","May","ASDASDASDGH-T959ZK123TMB","4"
"T-MOBILE","May","ASDASDASDGH-T959ZKBTMB","2"
"T-MOBILE","May","ASDASDASDGH-T989123123BTMB","18"
"T-MOBILE","May","ASDASDASDGH-T989ZKBTMB","2"
"T-MOBILE","May","ASDASDASDGH-T989ZWBTMB","3"
"T-MOBILE","May","ASDASDASDGH-T999MB123TMB","85"
"T-MOBILE","May","ASDASDASDGH-T999NB123TMB","1"
"T-MOBILE","May","ASDASDASDGH-T999RW123TMB","14"
"T-MOBILE","May","ASDASDASDGH-T999Z123123TMB","5"
"T-MOBILE","May","ASDASDASDGH-T999ZW123TMB","9"
"T-MOBILE","May","ASDASDASDGH-TASD29ZKBTMB","1"
"T-MOBILE","May","ASDASDASDGH-TASD69NKBTMB","4"
"T-MOBILE","May","ASDASDASDGH-TASDQWE9Z123BTMB","2"
"T-MOBILE","May","ASDASDASDGH-TQWE59BGBTMB","1"
"T-MOBILE","May","ASDASDASDGH-TQWE69D123BTMB","1"
"T-MOBILE","May","ASDASDASDGH-TQWEASD9LGBTMB","1"
"T-MOBILE","May","ASDASDASDM-G900TRK123TMB","9"
"T-MOBILE","May","ASDASDASDM-G900TZD123TMB","2"
"T-MOBILE","May","ASDASDASDM-G900TZK123TMB","89"
"T-MOBILE","May","ASDASDASDM-G900TZW123TMB","78"
"T-MOBILE","May","ASDASDASDM-N900TZKETMB","29"
"T-MOBILE","May","ASDASDASDM-N900TZWETMB","14"
"T-MOBILE","May","ASDASDASDM-T21ASDTMK123TMB","3"
"T-MOBILE","May","GT-I9020FASDASDASDTTMB","3"
"T-MOBILE","November","ASDASDASDGH-M819ZK123TMB","5"
"T-MOBILE","November","ASDASDASDGH-M919RW123TMB","15"
"T-MOBILE","November","ASDASDASDGH-M919ZK123TMB","60"
"T-MOBILE","November","ASDASDASDGH-M919ZW123TMB","26"
"T-MOBILE","November","ASDASDASDGH-T139I123123TMB","1"
"T-MOBILE","November","ASDASDASDGH-T139I123WTMB","1"
"T-MOBILE","November","ASDASDASDGH-T329NASDASDASDBTMB","2"
"T-MOBILE","November","ASDASDASDGH-T399DN123TMB","18"
"T-MOBILE","November","ASDASDASDGH-T559PPBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T599D123123TMB","2"
"T-MOBILE","November","ASDASDASDGH-T599E123123TMB","33"
"T-MOBILE","November","ASDASDASDGH-T619ASDASDASDASDASDASDBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T699D123BTMB","1"
"T-MOBILE","November","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T839PWBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T859UWBTMB","2"
"T-MOBILE","November","ASDASDASDGH-T889PASDASDASD123TMB","39"
"T-MOBILE","November","ASDASDASDGH-T889TASDASDASD123TMB","9"
"T-MOBILE","November","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","November","ASDASDASDGH-T8ASD9ZBBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T919CNBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T959H123BTMB","1"
"T-MOBILE","November","ASDASDASDGH-T959ZKBTMB","6"
"T-MOBILE","November","ASDASDASDGH-T989123123BTMB","11"
"T-MOBILE","November","ASDASDASDGH-T989ZKBTMB","22"
"T-MOBILE","November","ASDASDASDGH-T989ZWBTMB","1"
"T-MOBILE","November","ASDASDASDGH-T999MB123TMB","135"
"T-MOBILE","November","ASDASDASDGH-T999RW123TMB","13"
"T-MOBILE","November","ASDASDASDGH-T999Z123123TMB","10"
"T-MOBILE","November","ASDASDASDGH-T999ZW123TMB","3"
"T-MOBILE","November","ASDASDASDGH-TASD29ZKBTMB","1"
"T-MOBILE","November","ASDASDASDGH-TASD69NKBTMB","3"
"T-MOBILE","November","ASDASDASDGH-TASDASD9TASDASDASDBTMB","2"
"T-MOBILE","November","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","November","ASDASDASDGH-TQWE59BG123TMB","1"
"T-MOBILE","November","ASDASDASDGH-TQWEASD9LGBTMB","1"
"T-MOBILE","November","ASDASDASDGH-TQWEASD9OKBTMB","2"
"T-MOBILE","November","ASDASDASDM-G386TRK123TMB","10"
"T-MOBILE","November","ASDASDASDM-G386TZK123TMB","18"
"T-MOBILE","November","ASDASDASDM-G900TRK123TMB","8"
"T-MOBILE","November","ASDASDASDM-G900TZD123TMB","7"
"T-MOBILE","November","ASDASDASDM-G900TZK123TMB","44"
"T-MOBILE","November","ASDASDASDM-G900TZW123TMB","34"
"T-MOBILE","November","ASDASDASDM-N900TZKETMB","52"
"T-MOBILE","November","ASDASDASDM-N900TZWETMB","17"
"T-MOBILE","November","ASDASDASDM-N910TZKETMB","68"
"T-MOBILE","November","ASDASDASDM-N910TZWETMB","47"
"T-MOBILE","November","ASDASDASDM-N915TZKETMB","13"
"T-MOBILE","November","ASDASDASDM-P60ASDTZKETMB","4"
"T-MOBILE","November","ASDASDASDM-T21ASDTMK123TMB","2"
"T-MOBILE","November","ASDASDASDM-T33ASDTZW123TMB","5"
"T-MOBILE","November","GT-I9020FASDASDASDTTMB","1"
"T-MOBILE","October","ASDASDASDGH-M819ZK123TMB","1"
"T-MOBILE","October","ASDASDASDGH-M919RW123TMB","13"
"T-MOBILE","October","ASDASDASDGH-M919ZK123TMB","98"
"T-MOBILE","October","ASDASDASDGH-M919ZW123TMB","43"
"T-MOBILE","October","ASDASDASDGH-T2QWE9D123BTMB","1"
"T-MOBILE","October","ASDASDASDGH-T329NASDASDASDBTMB","3"
"T-MOBILE","October","ASDASDASDGH-T399DN123TMB","12"
"T-MOBILE","October","ASDASDASDGH-T599D123123TMB","2"
"T-MOBILE","October","ASDASDASDGH-T599E123123TMB","26"
"T-MOBILE","October","ASDASDASDGH-T669123123BTMB","2"
"T-MOBILE","October","ASDASDASDGH-T699D123BTMB","4"
"T-MOBILE","October","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","October","ASDASDASDGH-T889PASDASDASD123TMB","26"
"T-MOBILE","October","ASDASDASDGH-T889TASDASDASD123TMB","7"
"T-MOBILE","October","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","October","ASDASDASDGH-T939MN123TMB","1"
"T-MOBILE","October","ASDASDASDGH-T959H123BTMB","1"
"T-MOBILE","October","ASDASDASDGH-T959ZK123TMB","3"
"T-MOBILE","October","ASDASDASDGH-T959ZKBTMB","5"
"T-MOBILE","October","ASDASDASDGH-T989123123BTMB","10"
"T-MOBILE","October","ASDASDASDGH-T989ZKBTMB","13"
"T-MOBILE","October","ASDASDASDGH-T989ZWBTMB","4"
"T-MOBILE","October","ASDASDASDGH-T999MB123TMB","146"
"T-MOBILE","October","ASDASDASDGH-T999NB123TMB","3"
"T-MOBILE","October","ASDASDASDGH-T999RW123TMB","14"
"T-MOBILE","October","ASDASDASDGH-T999Z123123TMB","15"
"T-MOBILE","October","ASDASDASDGH-T999ZW123TMB","4"
"T-MOBILE","October","ASDASDASDGH-TASD69NKBTMB","2"
"T-MOBILE","October","ASDASDASDGH-TASDASD9TASDASDASDBTMB","3"
"T-MOBILE","October","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","October","ASDASDASDGH-TQWE59BGBTMB","1"
"T-MOBILE","October","ASDASDASDGH-TQWE69D123BTMB","1"
"T-MOBILE","October","ASDASDASDGH-TQWEASD9OKBTMB","1"
"T-MOBILE","October","ASDASDASDM-G386TRK123TMB","1"
"T-MOBILE","October","ASDASDASDM-G386TZK123TMB","11"
"T-MOBILE","October","ASDASDASDM-G900TRK123TMB","2"
"T-MOBILE","October","ASDASDASDM-G900TZD123TMB","7"
"T-MOBILE","October","ASDASDASDM-G900TZK123TMB","51"
"T-MOBILE","October","ASDASDASDM-G900TZW123TMB","52"
"T-MOBILE","October","ASDASDASDM-N900TZKETMB","74"
"T-MOBILE","October","ASDASDASDM-N900TZWETMB","11"
"T-MOBILE","October","ASDASDASDM-N910TZKETMB","42"
"T-MOBILE","October","ASDASDASDM-N910TZWETMB","26"
"T-MOBILE","October","ASDASDASDM-P60ASDTZKETMB","4"
"T-MOBILE","October","ASDASDASDM-T21ASDTMK123TMB","2"
"T-MOBILE","October","ASDASDASDM-T33ASDTZW123TMB","4"
"T-MOBILE","September","ASDASDASDGH-M819ZK123TMB","2"
"T-MOBILE","September","ASDASDASDGH-M919RW123TMB","13"
"T-MOBILE","September","ASDASDASDGH-M919ZK123TMB","120"
"T-MOBILE","September","ASDASDASDGH-M919ZW123TMB","28"
"T-MOBILE","September","ASDASDASDGH-T239WRBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T359FBBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T399DN123TMB","13"
"T-MOBILE","September","ASDASDASDGH-T599D123123TMB","3"
"T-MOBILE","September","ASDASDASDGH-T599E123123TMB","45"
"T-MOBILE","September","ASDASDASDGH-T669123123BTMB","1"
"T-MOBILE","September","ASDASDASDGH-T699D123BTMB","1"
"T-MOBILE","September","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T839H123BTMB","1"
"T-MOBILE","September","ASDASDASDGH-T859UWBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T889PASDASDASD123TMB","17"
"T-MOBILE","September","ASDASDASDGH-T889TASDASDASD123TMB","7"
"T-MOBILE","September","ASDASDASDGH-T889ZW123TMB","2"
"T-MOBILE","September","ASDASDASDGH-T8ASD9ZBBTMB","4"
"T-MOBILE","September","ASDASDASDGH-T8QWE9ZKBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T959H123BTMB","3"
"T-MOBILE","September","ASDASDASDGH-T959ZKBTMB","12"
"T-MOBILE","September","ASDASDASDGH-T989123123BTMB","6"
"T-MOBILE","September","ASDASDASDGH-T989ZKBTMB","11"
"T-MOBILE","September","ASDASDASDGH-T989ZWBTMB","1"
"T-MOBILE","September","ASDASDASDGH-T999MB123TMB","118"
"T-MOBILE","September","ASDASDASDGH-T999NB123TMB","4"
"T-MOBILE","September","ASDASDASDGH-T999RW123TMB","9"
"T-MOBILE","September","ASDASDASDGH-T999Z123123TMB","15"
"T-MOBILE","September","ASDASDASDGH-T999ZW123TMB","5"
"T-MOBILE","September","ASDASDASDGH-TASD69NKBTMB","1"
"T-MOBILE","September","ASDASDASDGH-TASDASD9TASDASDASDBTMB","1"
"T-MOBILE","September","ASDASDASDGH-TASDQWE9ZOBTMB","1"
"T-MOBILE","September","ASDASDASDGH-TQWE69D123123TMB","1"
"T-MOBILE","September","ASDASDASDGH-TQWE99M123WTMB","1"
"T-MOBILE","September","ASDASDASDGH-TQWEASD9OKBTMB","2"
"T-MOBILE","September","ASDASDASDM-G386TZK123TMB","18"
"T-MOBILE","September","ASDASDASDM-G900TRK123TMB","2"
"T-MOBILE","September","ASDASDASDM-G900TZD123TMB","4"
"T-MOBILE","September","ASDASDASDM-G900TZK123TMB","53"
"T-MOBILE","September","ASDASDASDM-G900TZW123TMB","49"
"T-MOBILE","September","ASDASDASDM-N900TZKETMB","28"
"T-MOBILE","September","ASDASDASDM-N900TZWETMB","12"
"T-MOBILE","September","ASDASDASDM-P60ASDTZKETMB","5"
"T-MOBILE","September","ASDASDASDM-T21ASDTMK123TMB","3"
"T-MOBILE","September","ASDASDASDM-T33ASDTZW123TMB","3"
"TRACFONE","April","ASDASDASDCH-ASDASDASD380ZK123TFN","1"
"TRACFONE","April","ASDASDASDCH-ASDASDASD968MBBTFN","7"
"TRACFONE","April","ASDASDASDGH-ASDASDASD390CASDASDASD123TFN","1"
"TRACFONE","April","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","1"
"TRACFONE","August","ASDASDASDCH-ASDASDASD950RK123TFN","1"
"TRACFONE","August","ASDASDASDCH-ASDASDASD960MBBTFN","2"
"TRACFONE","August","ASDASDASDCH-ASDASDASD968MBBTFN","6"
"TRACFONE","August","ASDASDASDCH-ASDASDASDASD20ZK123TFN","1"
"TRACFONE","August","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","1"
"TRACFONE","December","ASDASDASDCH-ASDASDASD950RK123TFN","1"
"TRACFONE","December","ASDASDASDCH-ASDASDASD968MBBTFN","6"
"TRACFONE","December","ASDASDASDCH-ASDASDASDASD38YB123TFN","1"
"TRACFONE","December","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","8"
"TRACFONE","February","ASDASDASDCH-ASDASDASD380ZK123TFN","1"
"TRACFONE","February","ASDASDASDCH-ASDASDASD960MBBTFN","1"
"TRACFONE","February","ASDASDASDCH-ASDASDASD968MBBTFN","15"
"TRACFONE","February","ASDASDASDCH-ASDASDASDASD20ZK123TFN","1"
"TRACFONE","February","ASDASDASDCH-M828C123123TFN","1"
"TRACFONE","February","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","5"
"TRACFONE","January","ASDASDASDCH-ASDASDASD968MBBTFN","5"
"TRACFONE","January","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","5"
"TRACFONE","January","ASDASDASDM-ASDASDASDASD65CZ123123TFN","1"
"TRACFONE","July","ASDASDASDCH-ASDASDASD968MBBTFN","7"
"TRACFONE","July","ASDASDASDCH-M828C123123TFN","1"
"TRACFONE","July","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","2"
"TRACFONE","June","ASDASDASDCH-ASDASDASD968MBBTFN","3"
"TRACFONE","June","ASDASDASDCH-R3ASD5ZK123TFN","1"
"TRACFONE","June","ASDASDASDGH-ASDASDASD959ZK123TFN","1"
"TRACFONE","June","ASDASDASDGH-T528DB123TFN","1"
"TRACFONE","June","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","2"
"TRACFONE","March","ASDASDASDCH-ASDASDASD380ZK123TFN","1"
"TRACFONE","March","ASDASDASDCH-ASDASDASD960MBBTFN","1"
"TRACFONE","March","ASDASDASDCH-ASDASDASD968MBBTFN","7"
"TRACFONE","March","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","5"
"TRACFONE","May","ASDASDASDCH-ASDASDASD960MBBTFN","2"
"TRACFONE","May","ASDASDASDCH-ASDASDASD968MBBTFN","4"
"TRACFONE","May","ASDASDASDCH-R3ASD5ZK123TFN","1"
"TRACFONE","May","ASDASDASDGH-ASDASDASD9ASD0ZK123TFN","1"
"TRACFONE","May","ASDASDASDGH-T3QWE0ZK123TFN","2"
"TRACFONE","November","ASDASDASDCH-ASDASDASD960MBBTFN","1"
"TRACFONE","November","ASDASDASDCH-ASDASDASD968MBBTFN","4"
"TRACFONE","November","ASDASDASDGH-T528DB123TFN","1"
"TRACFONE","November","ASDASDASDM-ASDASDASD890LZK123TFN","1"
"TRACFONE","November","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","10"
"TRACFONE","October","ASDASDASDCH-ASDASDASD960MBBTFN","2"
"TRACFONE","October","ASDASDASDCH-ASDASDASD968MBBTFN","3"
"TRACFONE","October","ASDASDASDCH-ASDASDASDASD20ZK123TFN","1"
"TRACFONE","October","ASDASDASDCH-M828C123123TFN","3"
"TRACFONE","October","ASDASDASDCH-R3ASD5ZK123TFN","1"
"TRACFONE","October","ASDASDASDGH-T528DB123TFN","3"
"TRACFONE","September","ASDASDASDCH-ASDASDASD960MBBTFN","4"
"TRACFONE","September","ASDASDASDCH-ASDASDASD968MBBTFN","2"
"TRACFONE","September","ASDASDASDGH-T528DB123TFN","1"
"TRACFONE","September","ASDASDASDGH-TQWE0QWEZK123TFN","1"
"TRACFONE","September","ASDASDASDM-ASDASDASD9ASD5LZK123TFN","1"
"US CELLULAR","April","ASDASDASDCH-I500RK123UASDASDASDC","2"
"US CELLULAR","April","ASDASDASDCH-I925E123123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDCH-R530MBBUASDASDASDC","5"
"US CELLULAR","April","ASDASDASDCH-R530RW123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDCH-R530RWBUASDASDASDC","9"
"US CELLULAR","April","ASDASDASDCH-R830ZASDASDASD123UASDASDASDC","5"
"US CELLULAR","April","ASDASDASDCH-R890ZK123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDCH-R950TASDASDASD123UASDASDASDC","3"
"US CELLULAR","April","ASDASDASDCH-R960ZK123UASDASDASDC","4"
"US CELLULAR","April","ASDASDASDCH-R9ASD0ZK123UASDASDASDC","15"
"US CELLULAR","April","ASDASDASDCH-R9ASD0ZW123UASDASDASDC","6"
"US CELLULAR","April","ASDASDASDCH-RASD60IB123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDM-G900RZD123UASDASDASDC","2"
"US CELLULAR","April","ASDASDASDM-G900RZK123UASDASDASDC","10"
"US CELLULAR","April","ASDASDASDM-G900RZW123UASDASDASDC","8"
"US CELLULAR","April","ASDASDASDM-G920RZK123UASDASDASDC","2"
"US CELLULAR","April","ASDASDASDM-G920RZW123UASDASDASDC","2"
"US CELLULAR","April","ASDASDASDM-G925RZK123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDM-G925RZW123UASDASDASDC","1"
"US CELLULAR","April","ASDASDASDM-G925RZWEUASDASDASDC","1"
"US CELLULAR","April","ASDASDASDM-N900RZKEUASDASDASDC","4"
"US CELLULAR","August","ASDASDASDCH-I500RK123UASDASDASDC","1"
"US CELLULAR","August","ASDASDASDCH-R530MBBUASDASDASDC","4"
"US CELLULAR","August","ASDASDASDCH-R530RW123UASDASDASDC","1"
"US CELLULAR","August","ASDASDASDCH-R530RWBUASDASDASDC","4"
"US CELLULAR","August","ASDASDASDCH-R830ZASDASDASD123UASDASDASDC","4"
"US CELLULAR","August","ASDASDASDCH-R890ZW123UASDASDASDC","3"
"US CELLULAR","August","ASDASDASDCH-R950TASDASDASD123UASDASDASDC","2"
"US CELLULAR","August","ASDASDASDCH-R960ZK123UASDASDASDC","2"
"US CELLULAR","August","ASDASDASDCH-R9ASD0ZK123UASDASDASDC","15"
"US CELLULAR","August","ASDASDASDCH-R9ASD0ZW123UASDASDASDC","6"
"US CELLULAR","August","ASDASDASDCH-RASD60IB123UASDASDASDC","1"
"US CELLULAR","August","ASDASDASDM-G900RZD123UASDASDASDC","2"
"US CELLULAR","August","ASDASDASDM-G900RZK123UASDASDASDC","2"
"US CELLULAR","August","ASDASDASDM-G900RZW123UASDASDASDC","1"
"US CELLULAR","August","ASDASDASDM-N900RZKEUASDASDASDC","1"
"US CELLULAR","December","ASDASDASDCH-I800NASDASDASD123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDCH-I925E123123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDCH-R530MBBUASDASDASDC","3"
"US CELLULAR","December","ASDASDASDCH-R530RW123UASDASDASDC","2"
"US CELLULAR","December","ASDASDASDCH-R530RWBUASDASDASDC","6"
"US CELLULAR","December","ASDASDASDCH-R830ZASDASDASD123UASDASDASDC","10"
"US CELLULAR","December","ASDASDASDCH-R890ZK123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDCH-R950TASDASDASD123UASDASDASDC","9"
"US CELLULAR","December","ASDASDASDCH-R960ZK123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDCH-R9ASD0ZK123UASDASDASDC","29"
"US CELLULAR","December","ASDASDASDCH-R9ASD0ZW123UASDASDASDC","4"
"US CELLULAR","December","ASDASDASDCH-U3QWE0ZB123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDM-G900RZD123UASDASDASDC","3"
"US CELLULAR","December","ASDASDASDM-G900RZK123UASDASDASDC","9"
"US CELLULAR","December","ASDASDASDM-G900RZW123UASDASDASDC","9"
"US CELLULAR","December","ASDASDASDM-N900RZKEUASDASDASDC","1"
"US CELLULAR","December","ASDASDASDM-N910RZKEUASDASDASDC","4"
"US CELLULAR","December","ASDASDASDM-T53ASDRYK123UASDASDASDC","1"
"US CELLULAR","December","ASDASDASDM-T80ASDRTASDASDASD123UASDASDASDC","1"
"US CELLULAR","February","ASDASDASDCH-I500RK123UASDASDASDC","5"
"US CELLULAR","February","ASDASDASDCH-I925E123123UASDASDASDC","1"
"US CELLULAR","February","ASDASDASDCH-R530MBBUASDASDASDC","1"
"US CELLULAR","February","ASDASDASDCH-R530RW123UASDASDASDC","1"
"US CELLULAR","February","ASDASDASDCH-R530RWBUASDASDASDC","7"
"US CELLULAR","February","ASDASDASDCH-R630ZK123UASDASDASDC","1"
"US CELLULAR","February","ASDASDASDCH-R830ZASDASDASD123UASDASDASDC","11"
"US CELLULAR","February","ASDASDASDCH-R890ZK123UASDASDASDC","3"
"US CELLULAR","February","ASDASDASDCH-R890ZW123UASDASDASDC","3"
"US CELLULAR","February","ASDASDASDCH-R950TASDASDASD123UASDASDASDC","5"
"US CELLULAR","February","ASDASDASDCH-R960ZK123UASDASDASDC","3"
