"57_BRX Welcome Stream","","T1","","2013-07-05","47","15","4","0.3191","0.2667","0.0851","0.0667"
"57_BRX Welcome Stream","","T1","","2013-07-06","35","10","4","0.2857","0.4000","0.1143","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-07","50","15","6","0.3000","0.4000","0.1200","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-08","43","15","2","0.3488","0.1333","0.0465","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-09","29","5","0","0.1724","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-10","29","7","0","0.2414","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-11","41","13","4","0.3171","0.3077","0.0976","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-12","48","16","3","0.3333","0.1875","0.0625","0.0625"
"57_BRX Welcome Stream","","T1","","2013-07-13","38","13","2","0.3421","0.1538","0.0526","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-14","41","15","5","0.3659","0.3333","0.1220","0.0667"
"57_BRX Welcome Stream","","T1","","2013-07-15","36","7","3","0.1944","0.4286","0.0833","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-16","17","2","2","0.1176","1.0000","0.1176","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-17","46","17","3","0.3696","0.1765","0.0652","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-18","29","10","3","0.3448","0.3000","0.1034","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-19","26","6","1","0.2308","0.1667","0.0385","0.0000"
"57_BRX Welcome Stream","","T3","","2013-03-23","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-03-24","4","1","0","0.2500","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-03-25","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-03-26","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-03-27","3","2","0","0.6667","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-03-28","1","1","1","1.0000","1.0000","1.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-03-31","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-01","2","0","0","0.0000","NULL","0.0000","NULL"
